Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID135152 : ID135225),57,135152,135225,94.533,19.500,985.404,377.764,0,1.783,1.783,None
(ID135225 : ID135079),57,135225,135079,205.755,20.500,989.270,370.595,0,17.224,17.224,None
(ID135079 : ID134867),57,135079,134867,102.603,21.500,994.856,352.620,0,20.589,20.589,None
(ID134867 : ID135002),57,134867,135002,128.337,22.500,1004.880,335.501,0,21.077,21.077,None
(ID135002 : ID135425),57,135002,135425,458.036,23.500,1015.967,331.331,0,8.727,8.727,None
(ID134639 : ID134364),58,134639,134364,896.063,1.500,32.271,137.663,0,29.934,29.934,None
(ID134364 : ID134092),58,134364,134092,52.694,3.500,59.645,188.590,0,28.585,85.754,None
(ID134671 : ID134394),59,134671,134394,21.371,1.500,613.639,539.095,0,4.623,4.623,None
(ID134394 : ID134598),59,134394,134598,11.193,2.500,617.662,535.030,0,7.047,7.047,None
(ID134598 : ID133969),59,134598,133969,10.488,3.500,620.313,531.928,0,1.296,1.296,None
(ID133969 : ID134115),59,133969,134115,0.722,4.500,622.079,531.248,0,2.488,2.488,None
(ID134115 : ID134043),59,134115,134043,5.296,5.500,623.422,530.723,0,0.398,0.398,None
(ID134043 : ID133894),59,134043,133894,98.390,6.500,622.774,525.612,0,10.199,10.199,None
(ID133894 : ID134460),59,133894,134460,50.167,7.500,621.568,521.137,0,1.341,1.341,None
(ID134460 : ID133826),59,134460,133826,135.847,8.500,622.961,526.058,0,9.417,9.417,None
(ID133826 : ID134323),59,133826,134323,211.769,9.500,622.373,526.003,0,10.015,10.015,None
(ID134323 : ID134737),59,134323,134737,29.412,10.500,621.018,518.179,0,7.096,7.096,None
(ID134737 : ID133762),59,134737,133762,26.857,11.500,624.620,512.715,0,6.639,6.639,None
(ID134672 : ID134395),60,134672,134395,6.173,1.500,1104.112,542.772,0,2.485,2.485,None
(ID134395 : ID134600),60,134395,134600,10.218,2.500,1103.933,541.451,0,1.577,1.577,None
(ID134600 : ID133972),60,134600,133972,216.183,3.500,1098.075,544.650,0,12.283,12.283,None
(ID134673 : ID134392),61,134673,134392,266.708,1.500,305.897,540.381,0,16.331,16.331,None
(ID134392 : ID134596),61,134392,134596,119.783,2.500,305.994,529.326,0,6.134,6.134,None
(ID134596 : ID133966),61,134596,133966,169.214,3.500,306.464,524.466,0,4.658,4.658,None
(ID133966 : ID134112),61,133966,134112,79.329,4.500,308.096,521.701,0,1.808,1.808,None
(ID134112 : ID134039),61,134112,134039,16.940,5.500,309.569,520.219,0,2.653,2.653,None
(ID134039 : ID133893),61,134039,133893,56.999,6.500,314.851,520.218,0,8.327,8.327,None
(ID133893 : ID134462),61,133893,134462,56.511,7.500,325.137,522.228,0,12.646,12.646,None
(ID134462 : ID133825),61,134462,133825,64.936,8.500,339.081,527.046,0,17.000,17.000,None
(ID133825 : ID134326),61,133825,134326,119.928,9.500,348.030,531.812,0,3.545,3.545,None
(ID134326 : ID134741),61,134326,134741,13.436,10.500,353.729,533.395,0,9.062,9.062,None
(ID134741 : ID133764),61,134741,133764,427.687,11.500,365.815,524.851,0,23.207,23.207,None
(ID133764 : ID133697),61,133764,133697,26.616,12.500,376.979,510.569,0,13.117,13.117,None
(ID133697 : ID134527),61,133697,134527,29.779,13.500,382.818,500.850,0,9.584,9.584,None
(ID134527 : ID134238),61,134527,134238,29.306,14.500,386.150,490.250,0,12.912,12.912,None
(ID134238 : ID135301),61,134238,135301,60.966,15.500,386.235,480.776,0,6.542,6.542,None
(ID135301 : ID135577),61,135301,135577,47.647,16.500,382.722,475.549,0,6.556,6.556,None
(ID135577 : ID134945),61,135577,134945,151.432,17.500,384.365,473.130,0,8.316,8.316,None
(ID134945 : ID135160),61,134945,135160,203.288,18.500,396.885,473.946,0,16.896,16.896,None
(ID135160 : ID135232),61,135160,135232,286.962,19.500,402.490,474.083,0,5.877,5.877,None
(ID135232 : ID135087),61,135232,135087,65.881,20.500,396.860,473.934,0,5.959,5.959,None
(ID135087 : ID134875),61,135087,134875,205.034,21.500,385.513,474.047,0,17.034,17.034,None
(ID134875 : ID135013),61,134875,135013,13.420,22.500,369.679,473.236,0,14.696,14.696,None
(ID135013 : ID135434),61,135013,135434,6.547,23.500,356.888,473.034,0,10.890,10.890,None
(ID135434 : ID134801),61,135434,134801,0.181,24.500,345.285,472.952,0,12.317,12.317,None
(ID134801 : ID135775),61,134801,135775,2.548,25.500,333.635,473.484,0,11.029,11.029,None
(ID135775 : ID135709),61,135775,135709,15.151,26.500,324.280,473.762,0,7.739,7.739,None
(ID135709 : ID135366),61,135709,135366,81.471,27.500,320.181,472.643,0,1.854,1.854,None
(ID135366 : ID135511),61,135366,135511,16.680,28.500,315.810,471.204,0,8.342,8.342,None
(ID135511 : ID135648),61,135511,135648,14.077,29.500,306.864,469.211,0,10.047,10.047,None
(ID135648 : ID135847),61,135648,135847,1.306,30.500,297.468,467.059,0,9.281,9.281,None
(ID135847 : ID136501),61,135847,136501,45.855,31.500,291.369,463.771,0,5.992,5.992,None
(ID136501 : ID135982),61,136501,135982,60.436,32.500,290.308,461.507,0,1.108,1.108,None
(ID135982 : ID136433),61,135982,136433,6.833,33.500,288.889,462.030,0,3.759,3.759,None
(ID136433 : ID135913),61,136433,135913,12.036,34.500,284.627,460.713,0,5.666,5.666,None
(ID135913 : ID136042),61,135913,136042,24.985,35.500,280.617,460.773,0,4.519,4.519,None
(ID136042 : ID136240),61,136042,136240,19.495,36.500,276.916,465.023,0,6.777,6.777,None
(ID136240 : ID136566),61,136240,136566,52.774,37.500,275.803,467.325,0,2.078,2.078,None
(ID136566 : ID136303),61,136566,136303,7.315,38.500,277.753,468.026,0,2.903,2.903,None
(ID136303 : ID136179),61,136303,136179,15.933,39.500,280.517,471.446,0,5.900,5.900,None
(ID136179 : ID136112),61,136179,136112,4.075,40.500,282.825,476.185,0,4.894,4.894,None
(ID136112 : ID136776),61,136112,136776,12.001,41.500,282.722,479.824,0,2.791,2.791,None
(ID136776 : ID136709),61,136776,136709,4.573,42.500,281.816,481.682,0,1.344,1.344,None
(ID136709 : ID136371),61,136709,136371,0.595,43.500,281.699,483.471,0,2.379,2.379,None
(ID136371 : ID136640),61,136371,136640,16.662,44.500,283.837,485.206,0,4.102,4.102,None
(ID136640 : ID136909),61,136640,136909,14.918,45.500,288.815,486.067,0,6.040,6.040,None
(ID136909 : ID136839),61,136909,136839,7.905,46.500,294.163,485.469,0,5.022,5.022,None
(ID136839 : ID137912),61,136839,137912,2.022,47.500,298.721,483.558,0,4.867,4.867,None
(ID137912 : ID136977),61,137912,136977,1.302,48.500,303.574,481.372,0,5.778,5.778,None
(ID136977 : ID137049),61,136977,137049,10.094,49.500,307.999,480.622,0,3.674,3.674,None
(ID137049 : ID137121),61,137049,137121,6.789,50.500,311.130,481.917,0,3.199,3.199,None
(ID137121 : ID137705),61,137121,137705,3.422,51.500,313.520,483.930,0,3.103,3.103,None
(ID137705 : ID137484),61,137705,137484,16.339,52.500,317.208,487.443,0,7.095,7.095,None
(ID137484 : ID137843),61,137484,137843,18.246,53.500,319.836,490.990,0,2.355,2.355,None
(ID137843 : ID137775),61,137843,137775,5.284,54.500,319.692,494.126,0,3.927,3.927,None
(ID137775 : ID137190),61,137775,137190,7.551,55.500,319.647,496.453,0,0.753,0.753,None
(ID137190 : ID137338),61,137190,137338,87.423,56.500,318.593,502.280,0,11.155,11.155,None
(ID137338 : ID137414),61,137338,137414,127.783,57.500,312.150,508.116,0,10.635,10.635,None
(ID137414 : ID137988),61,137414,137988,165.040,58.500,303.733,516.728,0,17.610,17.610,None
(ID134679 : ID134401),62,134679,134401,72.418,1.500,727.675,700.592,0,8.510,8.510,None
(ID134676 : ID134398),63,134676,134398,209.568,1.500,767.070,596.409,0,14.476,14.476,None
(ID134398 : ID134602),63,134398,134602,32.524,2.500,769.960,579.338,0,20.156,20.156,None
(ID134602 : ID133973),63,134602,133973,29.064,3.500,770.148,562.244,0,14.534,14.534,None
(ID133973 : ID134118),63,133973,134118,326.467,4.500,763.702,555.280,0,10.161,10.161,None
(ID134118 : ID134044),63,134118,134044,168.846,5.500,751.982,547.065,0,21.398,21.398,None
(ID134044 : ID133901),63,134044,133901,595.047,6.500,739.901,544.921,0,16.561,16.561,None
(ID133901 : ID134464),63,133901,134464,153.759,7.500,730.217,545.956,0,13.436,13.436,None
(ID134464 : ID133827),63,134464,133827,79.237,8.500,717.975,541.458,0,16.060,16.060,None
(ID133827 : ID134328),63,133827,134328,23.453,9.500,704.520,543.589,0,11.276,11.276,None
(ID134645 : ID134368),64,134645,134368,19.352,1.500,499.714,190.110,0,4.399,4.399,None
(ID134368 : ID134573),64,134368,134573,159.045,2.500,491.643,191.595,0,13.961,13.961,None
(ID134573 : ID133945),64,134573,133945,392.288,3.500,477.939,200.780,0,19.366,19.366,None
(ID133945 : ID134091),64,133945,134091,13.161,4.500,467.384,207.786,0,6.573,6.573,None
(ID134682 : ID134404),65,134682,134404,4.698,1.500,406.351,717.591,0,2.167,2.167,None
(ID134404 : ID134609),65,134404,134609,13.641,2.500,406.578,717.997,0,1.599,1.599,None
(ID134609 : ID133979),65,134609,133979,4.983,3.500,405.651,718.434,0,3.530,3.530,None
(ID133979 : ID134123),65,133979,134123,66.765,4.500,404.336,716.545,0,5.960,5.960,None
(ID134123 : ID134052),65,134123,134052,28.448,5.500,406.055,714.186,0,3.517,3.517,None
(ID134052 : ID133907),65,134052,133907,3.688,6.500,407.570,714.387,0,0.877,0.877,None
(ID133907 : ID134472),65,133907,134472,15.493,7.500,407.052,715.497,0,3.155,3.155,None
(ID134472 : ID133835),65,134472,133835,39.171,8.500,409.046,719.664,0,7.107,7.107,None
(ID133835 : ID133774),65,133835,133774,500.320,10.500,405.654,722.541,0,3.853,11.558,None
(ID133774 : ID133710),65,133774,133710,81.909,12.500,400.996,726.122,0,7.046,7.046,None
(ID133710 : ID134541),65,133710,134541,1.803,13.500,402.281,730.893,0,2.880,2.880,None
(ID134541 : ID134265),65,134541,134265,5.638,14.500,401.374,733.957,0,3.915,3.915,None
(ID134265 : ID135316),65,134265,135316,104.397,15.500,395.355,739.896,0,13.107,13.107,None
(ID134683 : ID134405),66,134683,134405,180.466,1.500,815.643,727.416,0,13.434,13.434,None
(ID134405 : ID134607),66,134405,134607,92.524,2.500,822.160,717.471,0,12.188,12.188,None
(ID134607 : ID133976),66,134607,133976,45.570,3.500,831.283,710.070,0,16.323,16.323,None
(ID133976 : ID134122),66,133976,134122,187.481,4.500,840.308,701.694,0,14.082,14.082,None
(ID134122 : ID134050),66,134122,134050,13.309,5.500,843.307,690.694,0,9.007,9.007,None
(ID134050 : ID133905),66,134050,133905,54.021,6.500,847.538,685.757,0,4.793,4.793,None
(ID133905 : ID134469),66,133905,134469,9.700,7.500,852.013,680.831,0,9.214,9.214,None
(ID134469 : ID133832),66,134469,133832,30.258,8.500,854.193,672.128,0,9.377,9.377,None
(ID133832 : ID134331),66,133832,134331,29.633,9.500,854.684,666.025,0,3.049,3.049,None
(ID134331 : ID134745),66,134331,134745,204.048,10.500,862.531,664.720,0,14.560,14.560,None
(ID134745 : ID133770),66,134745,133770,20.503,11.500,872.125,663.038,0,5.854,5.854,None
(ID133770 : ID133705),66,133770,133705,13.298,12.500,875.995,660.034,0,3.943,3.943,None
(ID133705 : ID134536),66,133705,134536,21.654,13.500,878.738,655.467,0,7.119,7.119,None
(ID134536 : ID134254),66,134536,134254,36.927,14.500,878.750,650.833,0,3.471,3.471,None
(ID134254 : ID135311),66,134254,135311,28.062,15.500,877.417,650.363,0,1.648,1.648,None
(ID135311 : ID135589),66,135311,135589,2.899,16.500,877.577,650.162,0,2.118,2.118,None
(ID135589 : ID134955),66,135589,134955,5.224,17.500,879.096,648.146,0,3.130,3.130,None
(ID134955 : ID135170),66,134955,135170,51.164,18.500,880.607,649.823,0,5.402,5.402,None
(ID135170 : ID135242),66,135170,135242,54.833,19.500,884.965,652.522,0,8.091,8.091,None
(ID135242 : ID135097),66,135242,135097,23.004,20.500,891.972,650.760,0,6.908,6.908,None
(ID135097 : ID134884),66,135097,134884,13.639,21.500,899.547,648.742,0,9.240,9.240,None
(ID134884 : ID135023),66,134884,135023,47.678,22.500,905.628,645.490,0,6.698,6.698,None
(ID135023 : ID135444),66,135023,135444,4.746,23.500,908.561,640.338,0,5.191,5.191,None
(ID135444 : ID134812),66,135444,134812,3.332,24.500,911.071,636.469,0,4.035,4.035,None
(ID134812 : ID135785),66,134812,135785,22.259,25.500,915.536,634.021,0,6.996,6.996,None
(ID135785 : ID135717),66,135785,135717,16.186,26.500,923.438,632.560,0,9.080,9.080,None
(ID135717 : ID135374),66,135717,135374,426.156,27.500,923.116,636.778,0,13.802,13.802,None
(ID135374 : ID135516),66,135374,135516,3.202,28.500,916.464,643.669,0,5.354,5.354,None
(ID135516 : ID135653),66,135516,135653,248.851,29.500,906.194,643.724,0,17.255,17.255,None
(ID135653 : ID135853),66,135653,135853,64.716,30.500,895.395,644.202,0,6.697,6.697,None
(ID135853 : ID136506),66,135853,136506,43.947,31.500,891.728,645.715,0,3.083,3.083,None
(ID136506 : ID135987),66,136506,135987,45.566,32.500,888.991,641.706,0,6.959,6.959,None
(ID135987 : ID136439),66,135987,136439,229.828,33.500,890.731,642.464,0,10.106,10.106,None
(ID136439 : ID135920),66,136439,135920,31.647,34.500,895.638,645.035,0,4.374,4.374,None
(ID135920 : ID136048),66,135920,136048,22.082,35.500,901.101,642.782,0,7.698,7.698,None
(ID136048 : ID136245),66,136048,136245,58.456,36.500,907.202,637.487,0,9.971,9.971,None
(ID136245 : ID136571),66,136245,136571,336.302,37.500,903.735,626.711,0,17.289,17.289,None
(ID136571 : ID136307),66,136571,136307,12.353,38.500,896.204,613.725,0,13.634,13.634,None
(ID136307 : ID136182),66,136307,136182,72.098,39.500,896.376,599.697,0,15.319,15.319,None
(ID136182 : ID136116),66,136182,136116,215.484,40.500,905.539,583.627,0,22.613,22.613,None
(ID134680 : ID134403),67,134680,134403,29.500,1.500,975.507,710.080,0,5.431,5.431,None
(ID134403 : ID134608),67,134403,134608,117.368,2.500,985.536,713.862,0,16.092,16.092,None
(ID134608 : ID133978),67,134608,133978,35.042,3.500,992.922,715.755,0,1.235,1.235,None
(ID133978 : ID134125),67,133978,134125,151.062,4.500,987.840,716.099,0,9.769,9.769,None
(ID134125 : ID134053),67,134125,134053,104.003,5.500,975.879,716.885,0,14.319,14.319,None
(ID134053 : ID133908),67,134053,133908,27.426,6.500,966.214,717.090,0,5.051,5.051,None
(ID133908 : ID134471),67,133908,134471,26.444,7.500,962.396,716.830,0,2.862,2.862,None
(ID134471 : ID133833),67,134471,133833,126.123,8.500,957.433,710.597,0,13.474,13.474,None
(ID133833 : ID134333),67,133833,134333,76.517,9.500,952.684,705.526,0,2.490,2.490,None
(ID134333 : ID134747),67,134333,134747,211.781,10.500,953.574,711.018,0,10.579,10.579,None
(ID134747 : ID133773),67,134747,133773,13.835,11.500,955.444,716.478,0,1.138,1.138,None
(ID133773 : ID133709),67,133773,133709,25.531,12.500,955.718,721.018,0,8.003,8.003,None
(ID133709 : ID134540),67,133709,134540,29.666,13.500,958.163,725.795,0,4.407,4.407,None
(ID134540 : ID134263),67,134540,134263,6.593,14.500,961.185,729.567,0,6.262,6.262,None
(ID134263 : ID135315),67,134263,135315,59.908,15.500,961.953,731.317,0,2.488,2.488,None
(ID135315 : ID135593),67,135315,135593,131.515,16.500,967.829,731.036,0,12.298,12.298,None
(ID135593 : ID134960),67,135593,134960,37.720,17.500,974.431,732.575,0,1.585,1.585,None
(ID134960 : ID135176),67,134960,135176,53.847,18.500,973.566,735.253,0,5.014,5.014,None
(ID135176 : ID135246),67,135176,135246,16.093,19.500,973.067,737.004,0,1.906,1.906,None
(ID135246 : ID135102),67,135246,135102,38.303,20.500,975.527,734.257,0,5.753,5.753,None
(ID135102 : ID134888),67,135102,134888,69.158,21.500,981.263,727.824,0,11.582,11.582,None
(ID134888 : ID135027),67,134888,135027,77.327,22.500,984.668,723.395,0,1.728,1.728,None
(ID135027 : ID135451),67,135027,135451,14.071,23.500,982.956,720.995,0,4.415,4.415,None
(ID135451 : ID134817),67,135451,134817,11.554,24.500,983.388,717.738,0,3.747,3.747,None
(ID134817 : ID135790),67,134817,135790,41.165,25.500,983.109,717.227,0,3.649,3.649,None
(ID135790 : ID135722),67,135790,135722,15.597,26.500,980.736,719.761,0,3.832,3.832,None
(ID135722 : ID135379),67,135722,135379,2.460,27.500,980.078,722.568,0,2.059,2.059,None
(ID135379 : ID135521),67,135379,135521,21.964,28.500,979.225,726.907,0,6.864,6.864,None
(ID135521 : ID135658),67,135521,135658,44.539,29.500,979.477,729.736,0,2.507,2.507,None
(ID135658 : ID135858),67,135658,135858,4.744,30.500,981.102,728.949,0,1.117,1.117,None
(ID135858 : ID136511),67,135858,136511,33.811,31.500,979.668,730.426,0,5.213,5.213,None
(ID136511 : ID135991),67,136511,135991,91.529,32.500,975.165,728.781,0,8.607,8.607,None
(ID135991 : ID136445),67,135991,136445,17.958,33.500,972.161,725.362,0,0.803,0.803,None
(ID136445 : ID135926),67,136445,135926,54.543,34.500,972.818,727.648,0,5.023,5.023,None
(ID135926 : ID136054),67,135926,136054,16.077,35.500,973.515,729.013,0,1.964,1.964,None
(ID136054 : ID136251),67,136054,136251,15.498,36.500,974.996,728.468,0,3.760,3.760,None
(ID136251 : ID136579),67,136251,136579,53.040,37.500,979.633,725.825,0,8.214,8.214,None
(ID136579 : ID136314),67,136579,136314,135.818,38.500,985.012,726.978,0,9.802,9.802,None
(ID136314 : ID136188),67,136314,136188,11.778,39.500,988.328,732.352,0,2.828,2.828,None
(ID136188 : ID136122),67,136188,136122,121.130,40.500,986.654,731.151,0,6.812,6.812,None
(ID136122 : ID136783),67,136122,136783,12.813,41.500,985.255,728.003,0,2.497,2.497,None
(ID136783 : ID136718),67,136783,136718,18.883,42.500,985.333,728.324,0,2.819,2.819,None
(ID136718 : ID136378),67,136718,136378,11.217,43.500,983.068,728.229,0,3.531,3.531,None
(ID136378 : ID136649),67,136378,136649,45.478,44.500,984.073,727.214,0,4.689,4.689,None
(ID136649 : ID136917),67,136649,136917,4.454,45.500,987.250,726.129,0,2.965,2.965,None
(ID136917 : ID136849),67,136917,136849,0.800,46.500,988.965,724.592,0,1.864,1.864,None
(ID136849 : ID137922),67,136849,137922,55.415,47.500,991.787,727.324,0,7.227,7.227,None
(ID137922 : ID136986),67,137922,136986,8.393,48.500,996.459,732.652,0,7.113,7.113,None
(ID136986 : ID137060),67,136986,137060,16.536,49.500,999.442,736.447,0,3.067,3.067,None
(ID137060 : ID137129),67,137060,137129,9.869,50.500,999.307,739.311,0,2.815,2.815,None
(ID137129 : ID137716),67,137129,137716,17.582,51.500,997.506,743.498,0,6.333,6.333,None
(ID137716 : ID137495),67,137716,137495,46.413,52.500,997.317,745.809,0,2.656,2.656,None
(ID137495 : ID137855),67,137495,137855,8.118,53.500,1000.069,745.204,0,3.069,3.069,None
(ID137855 : ID137786),67,137855,137786,7.483,54.500,1001.305,745.172,0,0.601,0.601,None
(ID137786 : ID137201),67,137786,137201,6.112,55.500,1001.924,744.236,0,2.691,2.691,None
(ID137201 : ID137350),67,137201,137350,22.268,56.500,1001.728,744.319,0,3.085,3.085,None
(ID137350 : ID137426),67,137350,137426,0.235,57.500,1000.374,745.533,0,0.564,0.564,None
(ID137426 : ID137997),67,137426,137997,2.407,58.500,999.028,745.949,0,2.272,2.272,None
(ID137997 : ID137569),67,137997,137569,3.970,59.500,997.591,747.385,0,2.422,2.422,None
(ID137569 : ID137275),67,137569,137275,9.318,60.500,998.028,748.541,0,1.541,1.541,None
(ID137275 : ID137645),67,137275,137645,11.942,61.500,997.948,750.239,0,3.814,3.814,None
(ID137645 : ID138074),67,137645,138074,9.763,62.500,996.840,751.494,0,1.040,1.040,None
(ID138074 : ID138147),67,138074,138147,12.015,63.500,995.305,752.736,0,4.246,4.246,None
(ID138147 : ID138465),67,138147,138465,21.569,64.500,994.583,753.635,0,1.942,1.942,None
(ID138465 : ID138920),67,138465,138920,18.215,65.500,996.591,751.372,0,4.127,4.127,None
(ID138920 : ID138693),67,138920,138693,0.445,66.500,999.203,749.041,0,2.895,2.895,None
(ID138693 : ID139163),67,138693,139163,30.909,67.500,998.861,748.378,0,3.031,3.031,None
(ID139163 : ID138999),67,139163,138999,2.989,68.500,996.097,748.345,0,2.568,2.568,None
(ID138999 : ID138845),67,138999,138845,7.137,69.500,993.493,749.158,0,3.408,3.408,None
(ID138845 : ID139080),67,138845,139080,86.684,70.500,993.969,747.159,0,7.099,7.099,None
(ID139080 : ID138543),67,139080,138543,235.818,71.500,1001.683,737.134,0,18.267,18.267,None
(ID138543 : ID138385),67,138543,138385,62.652,72.500,1007.922,727.631,0,5.098,5.098,None
(ID138385 : ID138229),67,138385,138229,203.615,73.500,1007.797,728.261,0,6.380,6.380,None
(ID138229 : ID139327),67,138229,139327,33.783,74.500,1007.144,728.894,0,5.057,5.057,None
(ID139327 : ID139246),67,139327,139246,8.614,75.500,1008.386,724.711,0,4.375,4.375,None
(ID139246 : ID138307),67,139246,138307,26.406,76.500,1009.785,723.971,0,1.842,1.842,None
(ID138307 : ID138769),67,138307,138769,85.651,77.500,1007.777,720.773,0,9.143,9.143,None
(ID138769 : ID138617),67,138769,138617,4.390,78.500,1005.732,714.782,0,3.748,3.748,None
(ID138617 : ID139740),67,138617,139740,18.925,79.500,1004.005,712.587,0,3.391,3.391,None
(ID139740 : ID139462),67,139740,139462,51.275,80.500,1001.435,714.734,0,5.259,5.259,None
(ID139462 : ID139666),67,139462,139666,31.072,81.500,1000.964,715.810,0,2.917,2.917,None
(ID139666 : ID139528),67,139666,139528,37.611,82.500,999.996,711.304,0,6.831,6.831,None
(ID139528 : ID139393),67,139528,139393,41.082,83.500,1000.945,706.308,0,6.026,6.026,None
(ID139393 : ID139597),67,139393,139597,3.318,84.500,1003.473,702.928,0,3.016,3.016,None
(ID139597 : ID139806),67,139597,139806,15.565,85.500,1002.358,700.360,0,3.352,3.352,None
(ID139806 : ID140018),67,139806,140018,30.374,86.500,1000.684,700.712,0,2.946,2.946,None
(ID140018 : ID140162),67,140018,140162,8.946,87.500,998.939,703.594,0,3.992,3.992,None
(ID140162 : ID139880),67,140162,139880,23.540,88.500,997.907,708.097,0,6.124,6.124,None
(ID134686 : ID134407),68,134686,134407,125.258,1.500,321.387,769.701,0,11.192,11.192,None
(ID134407 : ID134611),68,134407,134611,55.060,2.500,325.614,761.410,0,8.687,8.687,None
(ID134611 : ID133981),68,134611,133981,86.737,3.500,332.555,756.633,0,8.232,8.232,None
(ID133981 : ID134127),68,133981,134127,55.387,4.500,340.647,753.590,0,9.237,9.237,None
(ID134127 : ID134055),68,134127,134055,4.853,5.500,347.634,750.705,0,6.202,6.202,None
(ID134055 : ID133909),68,134055,133909,39.834,6.500,355.671,748.745,0,11.110,11.110,None
(ID133909 : ID134473),68,133909,134473,33.361,7.500,368.538,747.915,0,14.696,14.696,None
(ID134473 : ID133837),68,134473,133837,20.619,8.500,379.714,746.580,0,7.824,7.824,None
(ID133837 : ID134335),68,133837,134335,83.677,9.500,389.192,740.786,0,15.284,15.284,None
(ID134335 : ID134748),68,134335,134748,124.719,10.500,399.453,726.807,0,19.892,19.892,None
(ID134653 : ID134372),69,134653,134372,525.675,1.500,1075.944,230.302,0,22.928,22.928,None
(ID134372 : ID134576),69,134372,134576,262.251,2.500,1071.504,216.086,0,7.004,7.004,None
(ID134576 : ID133946),69,134576,133946,674.727,3.500,1072.558,213.111,0,3.137,3.137,None
(ID133946 : ID134089),69,133946,134089,13.557,4.500,1072.463,206.189,0,15.178,15.178,None
(ID134685 : ID134408),70,134685,134408,22.903,1.500,444.116,766.773,0,4.786,4.786,None
(ID134408 : ID134612),70,134408,134612,5.592,2.500,447.588,764.443,0,3.855,3.855,None
(ID134612 : ID133982),70,134612,133982,2.823,3.500,450.608,761.483,0,4.637,4.637,None
(ID133982 : ID134128),70,133982,134128,48.052,4.500,451.007,758.167,0,4.600,4.600,None
(ID134128 : ID134057),70,134128,134057,3.263,5.500,450.176,755.578,0,1.871,1.871,None
(ID134057 : ID133911),70,134057,133911,15.969,6.500,449.027,753.558,0,4.244,4.244,None
(ID133911 : ID134474),70,133911,134474,12.201,7.500,448.120,751.730,0,1.948,1.948,None
(ID134474 : ID133836),70,134474,133836,177.388,8.500,449.325,743.687,0,14.985,14.985,None
(ID134354 : ID134558),71,134354,134558,16.732,2.500,1102.844,82.745,0,4.091,4.091,None
(ID134558 : ID133932),71,134558,133932,16.524,3.500,1099.976,86.842,0,6.447,6.447,None
(ID133932 : ID134077),71,133932,134077,15.053,4.500,1098.970,91.225,0,2.739,2.739,None
(ID134077 : ID134003),71,134077,134003,0.902,5.500,1097.759,93.658,0,3.423,3.423,None
(ID134003 : ID133855),71,134003,133855,7.110,6.500,1095.289,94.561,0,2.293,2.293,None
(ID133855 : ID134427),71,133855,134427,30.067,7.500,1092.768,97.526,0,6.852,6.852,None
(ID134427 : ID133791),71,134427,133791,1.179,8.500,1089.681,102.929,0,5.670,5.670,None
(ID133791 : ID134291),71,133791,134291,29.315,9.500,1084.140,108.776,0,10.501,10.501,None
(ID134291 : ID134704),71,134291,134704,53.995,10.500,1080.401,113.164,0,1.635,1.635,None
(ID134704 : ID133728),71,134704,133728,95.483,11.500,1083.921,114.201,0,6.846,6.846,None
(ID133728 : ID133663),71,133728,133663,22.279,12.500,1090.563,113.669,0,6.626,6.626,None
(ID133663 : ID134491),71,133663,134491,16.347,13.500,1097.483,111.121,0,8.213,8.213,None
(ID134491 : ID134167),71,134491,134167,16.504,14.500,1103.568,110.066,0,5.002,5.002,None
(ID134167 : ID135544),71,134167,135544,55.175,16.000,1107.798,110.600,0,1.851,3.701,None
(ID135544 : ID134912),71,135544,134912,24.541,17.500,1110.636,107.851,0,5.473,5.473,None
(ID134912 : ID135125),71,134912,135125,22.244,18.500,1114.996,104.197,0,7.080,7.080,None
(ID135125 : ID135199),71,135125,135199,38.584,19.500,1118.745,104.145,0,2.244,2.244,None
(ID135199 : ID135055),71,135199,135055,6.524,20.500,1119.205,105.637,0,0.889,0.889,None
(ID135055 : ID134841),71,135055,134841,0.116,21.500,1119.971,106.492,0,1.614,1.614,None
(ID134841 : ID134980),71,134841,134980,32.115,22.500,1119.333,105.221,0,4.296,4.296,None
(ID134980 : ID135404),71,134980,135404,26.394,23.500,1120.075,102.833,0,4.373,4.373,None
(ID135404 : ID134771),71,135404,134771,6.502,24.500,1122.276,100.350,0,3.573,3.573,None
(ID134771 : ID135745),71,134771,135745,174.576,25.500,1116.614,99.144,0,11.639,11.639,None
(ID135745 : ID135677),71,135745,135677,35.498,26.500,1110.669,98.966,0,1.536,1.536,None
(ID135677 : ID135336),71,135677,135336,0.082,27.500,1108.817,97.692,0,3.552,3.552,None
(ID135336 : ID135479),71,135336,135479,13.230,28.500,1103.736,96.478,0,6.907,6.907,None
(ID135479 : ID135616),71,135479,135616,32.173,29.500,1099.441,92.892,0,6.068,6.068,None
(ID135616 : ID135811),71,135616,135811,439.236,30.500,1087.128,84.160,0,25.616,25.616,None
(ID135811 : ID136463),71,135811,136463,155.397,31.500,1074.753,73.634,0,9.577,9.577,None
(ID136463 : ID136397),71,136463,136397,94.645,33.000,1069.365,63.496,0,7.013,14.025,None
(ID136397 : ID135875),71,136397,135875,48.956,34.500,1061.948,58.506,0,6.078,6.078,None
